R_fighter,B_fighter,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs
Ryan Bader,Vladimir Matyushenko,1/26/2013,"Chicago, Illinois, USA", USA,Red,False,Light Heavyweight,MALE,3,0,17.54545455,0.493636364,0.090909091,1.727272727,0.412727273,4,23,1,0,1,3,3,0,0,7,Orthodox,182.88,187.96,205,0,23.9,0.358,0.2,2.0,0.254,3,22,1,0,0,4,3,0,0,7,Orthodox,187.96,187.96,205,29,42,0,0,-3,0,-1,1,0,0,0,-5.08,0.0,-13,-6.35454545,-0.109090909,-0.272727273,neither,SUB,Guillotine Choke,1.0,0:50,50.0
Mike Russow,Shawn Jordan,1/26/2013,"Chicago, Illinois, USA", USA,Blue,False,Heavyweight,MALE,3,0,39.5,0.46,0.0,0.0,0.0,1,5,0,0,0,0,1,0,0,1,Southpaw,182.88,190.5,260,0,14.6,0.418,0.4,3.4,0.364,1,12,0,0,0,2,1,0,1,4,Orthodox,185.42,185.42,255,36,28,0,0,-3,-3,0,-7,0,-1,0,-2.54,5.08,8,24.9,-0.4,-3.4,neither,KO/TKO,blank,2.0,3:48,528.0
Rafael Natal,Sean Spencer,1/26/2013,"Chicago, Illinois, USA", USA,Red,False,Middleweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,190.5,170,0,38.6,0.466,0.4,3.0,0.322,3,14,0,0,0,2,0,0,0,2,Orthodox,182.88,193.04,185,30,25,1,0,-2,-2,3,-14,0,0,0,-5.08,-2.54,5,-38.6,-0.4,-3.0,neither,SUB,Arm Triangle,3.0,2:13,733.0
Simeon Thoresen,David Mitchell,1/26/2013,"Chicago, Illinois, USA", USA,Blue,False,Welterweight,MALE,3,0,18.0,0.455,3.0,1.0,0.33,2,6,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,170,0,27.0,0.43,1.5,0.5,0.125,1,3,0,0,0,0,0,1,0,1,Orthodox,185.42,200.66,170,28,33,-1,0,-1,-1,-1,3,0,0,-1,-2.54,-7.62,-5,-9.0,1.5,0.5,neither,U-DEC,blank,3.0,5:00,900.0
Vitor Belfort,Michael Bisping,1/19/2013,"Sao Paulo, Brazil", Brazil,Red,False,Middleweight,MALE,5,0,49.41176471,0.417647059,0.294117647,1.529411765,0.392941176,4,40,1,0,1,4,8,0,0,13,Orthodox,185.42,190.5,185,0,10.1875,0.51125,0.5,0.375,0.171875,6,25,5,0,0,0,7,2,1,10,Southpaw,182.88,187.96,185,35,33,1,1,1,3,2,15,-4,0,-2,2.54,2.54,2,39.22426471,-0.205882353,1.154411765,neither,KO/TKO,Kick,2.0,1:27,387.0
Daniel Sarafian,CB Dollaway,1/19/2013,"Sao Paulo, Brazil", Brazil,Blue,False,Middleweight,MALE,3,0,12.8,0.444,0.9,2.1,0.53,4,17,1,0,0,3,1,2,0,6,Orthodox,187.96,193.04,185,0,27.396407786144113,0.45470916484908575,0.5176586652361754,1.3373876663126238,0.32941097880370945,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,185.42,185,30,29,0,1,3,6,-4,17,1,1,2,12.7,7.62,1,12.8,0.9,2.1,neither,S-DEC,blank,3.0,5:00,900.0
Gabriel Gonzaga,Ben Rothwell,1/19/2013,"Sao Paulo, Brazil", Brazil,Red,False,Heavyweight,MALE,3,0,18.5,0.4,0.5,1.75,0.2125,2,9,0,0,0,1,1,0,0,2,Orthodox,193.04,198.12,265,0,14.23076923,0.504615385,0.692307692,1.153846154,0.593846154,5,21,1,0,0,0,5,3,0,8,Orthodox,187.96,193.04,242,33,31,0,0,-3,-6,3,-12,-1,-4,-3,5.08,5.08,2,4.26923077,-0.192307692,0.596153846,neither,SUB,Guillotine Choke,2.0,1:01,361.0
Thiago Tavares,Khabib Nurmagomedov,1/19/2013,"Sao Paulo, Brazil", Brazil,Blue,False,Lightweight,MALE,3,0,30.0,0.345,0.5,1.5,0.165,0,6,0,0,0,1,0,1,0,2,Orthodox,177.8,177.8,155,0,21.58333333,0.433333333,1.083333333,2.583333333,0.475,5,30,0,0,0,4,1,2,0,7,Orthodox,170.18,172.72,145,28,24,0,0,0,-5,5,-24,0,-1,-1,7.62,5.08,4,8.41666667,-0.583333333,-1.083333333,neither,KO/TKO,Elbows,1.0,1:55,115.0
Godofredo Pepey,Milton Vieira,1/19/2013,"Sao Paulo, Brazil", Brazil,Red,False,Featherweight,MALE,3,0,30.0,0.38,0.0,1.0,0.33,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,145,0,32.0,0.38,1.0,0.0,0.0,1,3,1,0,0,0,0,0,0,0,Orthodox,170.18,185.42,145,25,34,0,0,0,0,0,0,-1,0,0,12.7,-2.54,-9,-2.0,-1.0,1.0,neither,S-DEC,blank,3.0,5:00,900.0
Ronny Markes,Andrew Craig,1/19/2013,"Sao Paulo, Brazil", Brazil,Red,False,Middleweight,MALE,3,0,29.5,0.38,0.0,0.5,0.25,0,5,0,0,0,1,1,0,0,2,Orthodox,185.42,193.04,170,0,51.0,0.695,0.0,4.0,0.665,0,6,0,0,1,1,0,0,0,2,Orthodox,185.42,190.5,185,24,27,0,0,0,0,0,-1,0,1,0,0.0,2.54,-3,-21.5,0.0,-3.5,neither,U-DEC,blank,3.0,5:00,900.0
Diego Nunes,Nik Lentz,1/19/2013,"Sao Paulo, Brazil", Brazil,Blue,False,Featherweight,MALE,3,0,38.8,0.528,1.6,3.1,0.379,4,26,0,0,1,3,1,1,0,6,Orthodox,172.72,172.72,155,0,49.6,0.432,0.0,1.0,0.3,2,15,0,0,1,2,0,0,0,3,Orthodox,167.64,170.18,145,30,28,0,0,3,3,-2,11,0,1,1,5.08,2.54,2,-10.8,1.6,2.1,neither,U-DEC,blank,3.0,5:00,900.0
Edson Barboza,Lucas Martins,1/19/2013,"Sao Paulo, Brazil", Brazil,Red,False,Lightweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,182.88,145,0,40.4,0.44,0.0,0.8,0.4,1,13,0,0,1,1,2,0,0,4,Orthodox,180.34,190.5,155,26,24,1,0,-4,-4,1,-13,0,-2,0,2.54,-7.62,2,-40.4,0.0,-0.8,neither,KO/TKO,Punches,1.0,2:38,158.0
Wagner Prado,Ildemar Alcantara,1/19/2013,"Sao Paulo, Brazil", Brazil,Blue,False,Light Heavyweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,198.12,185,0,2.0,0.15,0.0,0.0,0.0,2,3,0,0,0,0,0,0,0,0,Southpaw,182.88,187.96,205,26,30,2,0,0,0,2,-3,0,0,0,5.08,10.16,-4,-2.0,0.0,0.0,neither,SUB,Kneebar,2.0,2:39,459.0
Francisco Trinaldo,CJ Keith,1/19/2013,"Sao Paulo, Brazil", Brazil,Red,False,Lightweight,MALE,3,0,5.0,0.71,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,Orthodox,182.88,185.0,155,0,33.0,0.63,1.0,0.0,0.0,1,4,0,0,0,0,1,0,0,1,Southpaw,175.26,177.8,155,34,26,0,0,-1,-1,0,-3,0,-1,0,7.62,7.2,8,-28.0,-1.0,0.0,neither,SUB,Arm Triangle,2.0,1:50,410.0
Junior Dos Santos,Cain Velasquez,12/29/2012,"Las Vegas, Nevada, USA", USA,Blue,True,Heavyweight,MALE,5,0,36.44444444,0.601111111,0.222222222,1.777777778,0.494444444,1,13,2,0,0,1,7,0,0,8,Orthodox,185.42,195.58,240,0,45.33333333,0.545555556,0.0,0.333333333,0.166666667,0,16,2,0,0,2,7,0,0,9,Orthodox,193.04,195.58,238,28,30,0,-8,-2,-1,-1,-3,0,0,0,-7.62,0.0,-2,-8.88888889,0.222222222,1.444444445,neither,U-DEC,blank,5.0,5:00,1500.0
Jim Miller,Joe Lauzon,12/29/2012,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3,0,13.53846154,0.430769231,1.615384615,1.384615385,0.44,4,22,0,0,0,0,2,7,0,9,Orthodox,177.8,180.34,155,0,24.07692308,0.329230769,2.076923077,1.538461538,0.413076923,3,31,0,0,0,4,2,4,0,10,Southpaw,172.72,180.34,155,29,28,1,1,-4,-1,-1,-9,0,0,3,5.08,0.0,1,-10.53846154,-0.461538462,-0.153846153,neither,U-DEC,blank,3.0,5:00,900.0
Tim Boetsch,Costas Philippou,12/29/2012,"Las Vegas, Nevada, USA", USA,Blue,False,Middleweight,MALE,3,0,36.2,0.426,0.4,0.6,0.332,1,13,0,0,1,2,1,0,0,4,Orthodox,180.34,185.42,185,0,32.8,0.51,0.5,1.5,0.216,3,24,0,0,1,3,3,0,0,7,Orthodox,182.88,187.96,185,31,33,0,0,0,-3,2,-11,0,-2,0,-2.54,-2.54,-2,3.4,-0.1,-0.9,neither,DQ,blank,1.0,5:00,300.0
Yushin Okami,Alan Belcher,12/29/2012,"Las Vegas, Nevada, USA", USA,Red,False,Middleweight,MALE,3,0,25.92307692,0.426153846,0.461538462,0.307692308,0.203076923,4,25,0,0,1,0,4,3,1,9,Orthodox,187.96,185.42,185,0,28.66666667,0.396,0.533333333,1.533333333,0.406666667,4,41,1,0,1,5,4,0,1,11,Southpaw,187.96,190.5,170,31,28,0,3,0,-2,0,-16,-1,0,3,0.0,-5.08,3,-2.74358975,-0.071794871,-1.225641025,neither,U-DEC,blank,3.0,5:00,900.0
Chris Leben,Derek Brunson,12/29/2012,"Las Vegas, Nevada, USA", USA,Blue,False,Middleweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Southpaw,185.42,195.58,185,0,25.84210526,0.456842105,0.526315789,0.894736842,0.398421053,7,39,0,0,1,2,7,2,0,12,Southpaw,180.34,187.96,185,32,28,1,0,-5,-12,7,-39,0,-7,-2,5.08,7.62,4,-25.84210526,-0.526315789,-0.894736842,neither,U-DEC,blank,3.0,5:00,900.0
Brad Pickett,Eddie Wineland,12/29/2012,"Las Vegas, Nevada, USA", USA,Blue,False,Bantamweight,MALE,3,0,32.0,0.266666667,0.0,0.666666667,0.443333333,2,8,0,0,0,0,1,0,0,1,Orthodox,170.18,175.26,135,0,20.0,0.33,0.333333333,1.333333333,0.266666667,1,4,0,0,0,0,1,1,0,2,Orthodox,167.64,172.72,135,34,28,0,-1,-1,-1,-1,4,0,0,-1,2.54,2.54,6,12.0,-0.333333333,-0.666666666,neither,S-DEC,blank,3.0,5:00,900.0
Erik Perez,Byron Bloodworth,12/29/2012,"Las Vegas, Nevada, USA", USA,Red,False,Bantamweight,MALE,3,0,17.0,0.22,0.0,0.0,0.0,1,2,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,135,0,13.5,0.75,0.5,0.0,0.0,0,2,0,0,0,0,1,1,0,2,Orthodox,172.72,172.72,135,23,29,-1,-2,-2,-2,-1,0,0,-1,-1,0.0,2.54,-6,3.5,-0.5,0.0,neither,KO/TKO,Punches,1.0,3:50,230.0
Melvin Guillard,Jamie Varner,12/29/2012,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3,0,31.75,0.43,0.75,3.5,0.775,2,8,0,0,0,0,1,1,0,2,Orthodox,172.72,182.88,155,0,17.83333333,0.408888889,0.055555556,0.777777778,0.347222222,7,29,0,0,2,2,6,0,1,11,Orthodox,175.26,172.72,155,29,28,0,0,-3,-9,5,-21,0,-6,1,-2.54,10.16,1,13.91666667,0.694444444,2.722222222,neither,S-DEC,blank,3.0,5:00,900.0
Michael Johnson,Myles Jury,12/29/2012,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3,0,12.0,0.24,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,Orthodox,177.8,185.42,145,0,35.5,0.406666667,0.0,0.333333333,0.333333333,2,13,1,0,0,2,2,0,0,4,Southpaw,177.8,185.42,145,26,24,0,-2,-2,-3,2,-12,-1,-2,1,0.0,0.0,2,-23.5,1.0,-0.333333333,neither,U-DEC,blank,3.0,5:00,900.0
Philip De Fries,Todd Duffee,12/29/2012,"Las Vegas, Nevada, USA", USA,Blue,False,Heavyweight,MALE,3,0,27.5,0.54,0.0,0.0,0.0,1,4,0,0,0,0,1,0,0,1,Orthodox,190.5,200.66,260,0,18.66666667,0.476666667,0.333333333,1.666666667,0.31,1,6,0,0,0,1,0,1,0,2,Orthodox,195.58,208.28,250,26,27,-1,-1,0,-1,0,-2,0,1,-1,-5.08,-7.62,-1,8.83333333,-0.333333333,-1.666666667,neither,KO/TKO,Punches,1.0,2:04,124.0
Leonard Garcia,Max Holloway,12/29/2012,"Las Vegas, Nevada, USA", USA,Blue,False,Featherweight,MALE,3,0,52.66666667,0.336666667,0.0,0.0,0.0,1,6,0,0,0,1,1,0,0,2,Orthodox,180.34,175.26,155,0,32.85714286,0.307142857,0.428571429,0.285714286,0.094285714,5,18,0,0,1,0,0,1,0,2,Orthodox,177.8,175.26,145,33,21,3,2,1,0,4,-12,0,1,-1,2.54,0.0,12,19.80952381,-0.428571429,-0.285714286,neither,S-DEC,blank,3.0,5:00,900.0
Chris Cariaso,John Moraga,12/29/2012,"Las Vegas, Nevada, USA", USA,Blue,False,Flyweight,MALE,3,0,34.0,0.53,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,1,Orthodox,167.64,167.64,125,0,54.0,0.524,0.2,1.2,0.282,1,15,0,0,1,3,0,0,0,4,Southpaw,160.02,160.02,125,31,28,0,-2,-2,-3,1,-14,0,1,0,7.62,7.62,3,-20.0,-0.2,-1.2,neither,SUB,Guillotine Choke,3.0,1:11,671.0
Roy Nelson,Matt Mitrione,12/15/2012,"Las Vegas, Nevada, USA", USA,Red,False,Heavyweight,MALE,5,0,34.66666667,0.52,0.666666667,0.0,0.0,1,13,0,0,0,1,4,0,0,5,Switch,190.5,200.66,265,0,19.71428571,0.415714286,0.142857143,0.428571429,0.214285714,3,15,1,0,0,0,4,0,0,4,Orthodox,182.88,182.88,263,36,34,-1,-1,3,1,2,-2,-1,0,0,7.62,17.78,2,14.95238096,0.523809524,-0.428571429,neither,KO/TKO,Punch,1.0,2:58,178.0
Colton Smith,Mike Ricci,12/15/2012,"Las Vegas, Nevada, USA", USA,Red,True,Welterweight,MALE,4,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,195.58,155,0,27.396407786144113,0.45470916484908575,0.5176586652361754,1.3373876663126238,0.32941097880370945,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,180.34,155,25,26,0,0,0,0,0,0,0,0,0,0.0,15.24,-1,0.0,0.0,0.0,neither,U-DEC,blank,3.0,5:00,900.0
Pat Barry,Shane del Rosario,12/15/2012,"Las Vegas, Nevada, USA", USA,Red,False,Heavyweight,MALE,3,0,32.0,0.65,0.0,0.0,0.0,1,2,0,0,0,0,0,0,0,0,Southpaw,193.04,200.66,250,0,19.33333333,0.535555556,0.111111111,0.0,0.0,5,15,0,0,0,1,3,0,0,4,Orthodox,180.34,187.96,235,33,29,0,0,-1,-4,4,-13,0,-3,0,12.7,12.7,4,12.66666667,-0.111111111,0.0,neither,KO/TKO,Punch,2.0,0:26,326.0
Dustin Poirier,Jonathan Brookins,12/15/2012,"Las Vegas, Nevada, USA", USA,Red,False,Featherweight,MALE,3,0,25.0,0.4625,0.25,1.5,0.445,2,9,1,0,0,1,1,0,0,2,Southpaw,182.88,185.42,145,0,47.6,0.456,0.8,1.4,0.376,1,13,0,0,0,2,0,2,0,4,Southpaw,175.26,182.88,155,23,27,0,0,-3,-2,-1,-4,1,1,-2,7.62,2.54,-4,-22.6,-0.55,0.1,neither,SUB,D'Arce Choke,1.0,4:15,255.0
Mike Pyle,James Head,12/15/2012,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,3,0,29.33333333,0.483333333,0.666666667,0.333333333,0.333333333,1,7,0,0,1,0,0,1,0,2,Orthodox,185.42,185.42,170,0,20.11111111,0.42,0.888888889,1.222222222,0.282222222,3,18,0,0,0,2,2,2,0,6,Orthodox,182.88,187.96,170,37,28,0,0,-1,-4,2,-11,0,-2,-1,2.54,-2.54,9,9.22222222,-0.222222222,-0.888888889,neither,KO/TKO,Knee,1.0,1:55,115.0
Johnny Bedford,Marcos Vinicius,12/15/2012,"Las Vegas, Nevada, USA", USA,Red,False,Bantamweight,MALE,3,0,28.0,0.48,0.0,0.0,0.0,0,3,0,0,0,0,1,0,0,1,Orthodox,175.26,177.8,125,0,82.0,0.58,0.0,4.0,0.66,0,3,0,0,0,0,1,0,0,1,Orthodox,177.8,180.34,135,29,33,0,0,0,0,0,0,0,0,0,-2.54,-2.54,-4,-54.0,0.0,-4.0,neither,KO/TKO,Punch,2.0,1:00,360.0
Vinc Pichel,Rustam Khabilov,12/15/2012,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,185.42,155,0,27.396407786144113,0.45470916484908575,0.5176586652361754,1.3373876663126238,0.32941097880370945,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,155,30,26,0,0,0,0,0,0,0,0,0,-5.08,2.54,4,0.0,0.0,0.0,neither,KO/TKO,Slam,1.0,2:15,135.0
TJ Waldburger,Nick Catone,12/15/2012,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,3,0,25.83333333,0.498333333,0.5,2.833333333,0.551666667,3,16,0,0,1,1,0,1,0,3,Southpaw,182.88,182.88,185,0,13.0,0.592,2.8,2.2,0.72,2,9,0,0,0,1,0,2,0,3,Orthodox,180.34,190.5,170,24,31,0,0,0,0,-1,7,0,0,-1,2.54,-7.62,-7,12.83333333,-2.3,0.633333333,neither,SUB,Triangle Choke,2.0,1:04,364.0
Reuben Duran,Hugo Viana,12/15/2012,"Las Vegas, Nevada, USA", USA,Blue,False,Bantamweight,MALE,3,0,65.0,0.46,0.0,0.0,0.0,0,3,0,0,1,0,0,0,0,1,Orthodox,167.64,170.18,135,0,54.5,0.525,1.0,1.0,0.2,1,6,0,0,0,0,0,1,0,1,Orthodox,170.18,175.26,135,29,30,0,0,0,0,1,-3,0,0,-1,-2.54,-5.08,-1,10.5,-1.0,-1.0,neither,KO/TKO,Punch,1.0,4:05,245.0
Mike Rio,John Cofer,12/15/2012,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3,0,36.0,0.35,0.0,2.0,0.5,1,3,0,0,0,0,0,0,0,0,Southpaw,175.26,185.42,155,0,27.396407786144113,0.45470916484908575,0.5176586652361754,1.3373876663126238,0.32941097880370945,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,155,31,28,-1,0,0,0,-1,3,0,0,0,-2.54,5.08,3,36.0,0.0,2.0,neither,SUB,Armbar,3.0,4:11,851.0
Jared Papazian,Tim Elliott,12/15/2012,"Las Vegas, Nevada, USA", USA,Blue,False,Flyweight,MALE,3,0,79.0,0.35,0.0,0.0,0.0,1,3,0,0,0,0,0,0,0,0,Southpaw,170.18,167.64,135,0,37.5,0.405,0.0,0.0,0.0,2,4,0,0,0,0,0,0,0,0,Southpaw,172.72,170.18,135,24,25,1,0,0,0,1,-1,0,0,0,-2.54,-2.54,-1,41.5,0.0,0.0,neither,U-DEC,blank,3.0,5:00,900.0
George Sotiropoulos,Ross Pearson,12/14/2012,"Gold Coast, Queensland, Australia", Australia,Blue,False,Lightweight,MALE,5,0,52.75,0.41,0.0,1.0,0.375,3,21,1,0,0,4,0,0,1,5,Orthodox,172.72,175.26,155,0,21.88888889,0.332222222,1.333333333,1.666666667,0.42,2,19,0,0,0,2,1,4,0,7,Orthodox,177.8,180.34,155,35,28,1,0,-4,-2,-1,2,1,0,-4,-5.08,-5.08,7,30.86111111,-1.333333333,-0.666666667,neither,KO/TKO,Punch,3.0,0:41,641.0
Robert Whittaker,Bradley Scott,12/14/2012,"Gold Coast, Queensland, Australia", Australia,Red,True,Welterweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,193.04,170,0,27.396407786144113,0.45470916484908575,0.5176586652361754,1.3373876663126238,0.32941097880370945,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,185,21,23,0,0,0,0,0,0,0,0,0,2.54,7.62,-2,0.0,0.0,0.0,neither,DQ,blank,1.0,5:00,300.0
Colin Fletcher,Norman Parke,12/14/2012,"Gold Coast, Queensland, Australia", Australia,Blue,True,Lightweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Southpaw,180.34,177.8,155,0,27.396407786144113,0.45470916484908575,0.5176586652361754,1.3373876663126238,0.32941097880370945,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,198.12,155,29,25,0,0,0,0,0,0,0,0,0,-7.62,-20.32,4,0.0,0.0,0.0,neither,U-DEC,blank,3.0,5:00,900.0
Hector Lombard,Rousimar Palhares,12/14/2012,"Gold Coast, Queensland, Australia", Australia,Red,False,Middleweight,MALE,3,0,12.5,0.327,1.4,1.4,0.432,3,18,0,0,0,2,0,5,0,7,Orthodox,172.72,180.34,170,0,26.0,0.33,0.0,2.0,0.5,1,3,0,0,0,0,0,0,0,0,Southpaw,175.26,180.34,185,34,32,0,0,3,7,-2,15,0,0,5,-2.54,0.0,2,-13.5,1.4,-0.6,neither,KO/TKO,Punches,1.0,3:38,218.0
Chad Mendes,Yaotzin Meza,12/14/2012,"Gold Coast, Queensland, Australia", Australia,Red,False,Featherweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,187.96,145,0,28.0,0.6225,0.0,2.25,0.35,1,8,1,0,0,2,1,0,0,3,Orthodox,167.64,167.64,145,27,31,0,-1,-2,-3,1,-8,-1,-1,0,7.62,20.32,-4,-28.0,0.0,-2.25,neither,KO/TKO,Punch,1.0,1:55,115.0
Mike Pierce,Seth Baczynski,12/14/2012,"Gold Coast, Queensland, Australia", Australia,Red,False,Welterweight,MALE,3,0,24.0,0.352,1.0,0.4,0.08,1,11,0,0,1,0,1,2,0,4,Orthodox,190.5,187.96,170,0,36.5,0.48,0.3,2.4,0.355,3,28,0,0,1,3,2,1,0,7,Orthodox,172.72,177.8,170,32,31,0,2,1,-3,2,-17,0,-1,1,17.78,10.16,1,-12.5,0.7,-2.0,neither,U-DEC,blank,3.0,5:00,900.0
Benny Alloway,Manuel Rodriguez,12/14/2012,"Gold Coast, Queensland, Australia", Australia,Red,False,Welterweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,172.72,170,0,27.396407786144113,0.45470916484908575,0.5176586652361754,1.3373876663126238,0.32941097880370945,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,170,31,27,0,0,0,0,0,0,0,0,0,-5.08,-17.78,4,0.0,0.0,0.0,neither,DQ,blank,1.0,5:00,300.0
Brendan Loughnane,Mike Wilkinson,12/14/2012,"Gold Coast, Queensland, Australia", Australia,Blue,False,Lightweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Switch ,170.18,172.72,145,0,27.396407786144113,0.45470916484908575,0.5176586652361754,1.3373876663126238,0.32941097880370945,0,0,0,0,0,0,0,0,0,0,Switch,177.8,177.8,145,23,25,0,0,0,0,0,0,0,0,0,-7.62,-5.08,-2,0.0,0.0,0.0,neither,U-DEC,blank,3.0,5:00,900.0
Nick Penner,Cody Donovan,12/14/2012,"Gold Coast, Queensland, Australia", Australia,Blue,False,Light Heavyweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,187.96,205,0,5.0,0.22,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,Southpaw,193.04,195.58,205,32,31,1,0,0,0,1,-1,0,0,0,-2.54,-7.62,1,-5.0,0.0,0.0,neither,KO/TKO,Punch,1.0,4:35,275.0
Benson Henderson,Nate Diaz,12/8/2012,"Seattle, Washington, USA", USA,Red,True,Lightweight,MALE,5,0,44.8125,0.434375,1.25,0.875,0.3425,5,36,1,0,1,1,1,8,0,11,Southpaw,182.88,193.04,170,0,62.4,0.414,1.2,2.6,0.606,0,19,2,0,1,4,0,0,0,5,Southpaw,175.26,177.8,170,29,27,0,-2,0,6,-5,17,-1,1,8,7.62,15.24,2,-17.5875,0.05,-1.725,neither,U-DEC,blank,5.0,5:00,1500.0
Mauricio Rua,Alexander Gustafsson,12/8/2012,"Seattle, Washington, USA", USA,Blue,False,Light Heavyweight,MALE,3,0,23.0,0.328571429,0.714285714,0.571428571,0.308571429,1,11,0,0,0,1,3,2,0,6,Orthodox,195.58,200.66,205,0,44.33333333,0.53,0.333333333,1.666666667,0.22,4,26,3,0,0,0,5,0,0,5,Orthodox,185.42,193.04,205,31,25,0,4,3,1,3,-15,-3,-2,2,10.16,7.62,6,-21.33333333,0.380952381,-1.095238096,neither,U-DEC,blank,3.0,5:00,900.0
BJ Penn,Rory MacDonald,12/8/2012,"Seattle, Washington, USA", USA,Blue,False,Welterweight,MALE,3,0,30.0,0.514,0.8,2.8,0.546,1,10,0,0,0,1,2,1,0,4,Orthodox,182.88,193.04,170,0,39.71428571,0.581428571,0.571428571,1.238095238,0.391428571,9,62,11,0,0,1,6,4,1,12,Orthodox,175.26,177.8,155,33,23,2,3,0,-8,8,-52,-11,-5,-3,7.62,15.24,10,-9.71428571,0.228571429,1.561904762,neither,U-DEC,blank,3.0,5:00,900.0
